PRUITT,42463
BUCK,42441
BARR,42432
GAINES,42369
DURHAM,42365
GENTRY,42357
MCINTYRE,42335
SLOAN,42281
ROCHA,42139
MELENDEZ,42139
HERMAN,42091
SEXTON,42080
MOON,42062
HENDRICKS,41879
RANGEL,41868
STARK,41863
LOWERY,41670
HARDIN,41664
HULL,41656
SELLERS,41561
ELLISON,41459
CALHOUN,41452
GILLESPIE,41393
MORA,41348
KNAPP,41267
MCCALL,41231
MORSE,41112
DORSEY,41104
WEEKS,41053
NIELSEN,41007
LIVINGSTON,40964
LEBLANC,40923
MCLEAN,40871
BRADSHAW,40794
GLASS,40724
MIDDLETON,40708
BUCKLEY,40706
SCHAEFER,40663
FROST,40582
HOWE,40555
HOUSE,40477
MCINTOSH,40453
HO,40413
PENNINGTON,40339
REILLY,40310
HEBERT,40283
MCFARLAND,40244
HICKMAN,40224
NOBLE,40217
SPEARS,40203
CONRAD,40102
ARIAS,40086
GALVAN,40046
VELAZQUEZ,40030
HUYNH,40011
FREDERICK,39909
RANDOLPH,39742
CANTU,39601
FITZPATRICK,39501
MAHONEY,39440
PECK,39432
VILLA,39402
MICHAEL,39369
DONOVAN,39270
MCCONNELL,39203
WALLS,39166
BOYLE,39141
MAYER,39111
ZUNIGA,39057
GILES,39002
PINEDA,38999
PACE,38975
HURLEY,38971
MAYS,38914
MCMILLAN,38896
CROSBY,38844
AYERS,38836
CASE,38759
BENTLEY,38714
SHEPARD,38705
EVERETT,38702
PUGH,38691
DAVID,38659
MCMAHON,38557
DUNLAP,38516
BENDER,38464
HAHN,38354
HARDING,38340
ACEVEDO,38232
RAYMOND,38158
BLACKBURN,38137
DUFFY,37962
LANDRY,37961
DOUGHERTY,37903
BAUTISTA,37847
SHAH,37833
POTTS,37687
ARROYO,37678
VALENTINE,37669
MEZA,37662
GOULD,37660
VAUGHAN,37591
FRY,37542
RUSH,37470
AVERY,37440
HERRING,37353
DODSON,37298
CLEMENTS,37237
SAMPSON,37234
TAPIA,37201
BEAN,37145
LYNN,37125
CRANE,37123
FARLEY,37116
CISNEROS,37050
BENTON,37032
ASHLEY,37021
MCKAY,36948
FINLEY,36874
BEST,36862
BLEVINS,36841
FRIEDMAN,36833
MOSES,36814
SOSA,36813
BLANCHARD,36764
HUBER,36729
FRYE,36716
KRUEGER,36694
BERNARD,36546
ROSARIO,36539
RUBIO,36531
MULLEN,36442
BENJAMIN,36439
HALEY,36433
CHUNG,36422
MOYER,36421
CHOI,36390
HORNE,36288
YU,36285
WOODWARD,36242
ALI,36079
NIXON,36037
HAYDEN,36024
RIVERS,35980
ESTES,35839
MCCARTY,35718
RICHMOND,35715
STUART,35701
MAYNARD,35648
BRANDT,35616
OCONNELL,35610
HANNA,35599
SANFORD,35565
SHEPPARD,35554
CHURCH,35539
BURCH,35521
LEVY,35464
RASMUSSEN,35453
COFFEY,35442
PONCE,35400
FAULKNER,35389
DONALDSON,35387
SCHMITT,35326
NOVAK,35282
COSTA,35227
MONTES,35196
BOOKER,35101
CORDOVA,35074
WALLER,35001
ARELLANO,34999
MADDOX,34970
MATA,34888
BONILLA,34824
STANTON,34812
COMPTON,34788
KAUFMAN,34786
DUDLEY,34770
MCPHERSON,34763
BELTRAN,34736
DICKSON,34698
MCCANN,34692
VILLEGAS,34684
PROCTOR,34682
HESTER,34675
CANTRELL,34674
DAUGHERTY,34650
CHERRY,34615
BRAY,34575
DAVILA,34541
ROWLAND,34498
MADDEN,34472
LEVINE,34472
SPENCE,34435
GOOD,34430
IRWIN,34374
WERNER,34352
KRAUSE,34345
PETTY,34278
WHITNEY,34251
BAIRD,34233
HOOPER,34084
POLLARD,34079
ZAVALA,34068
JARVIS,34050
HOLDEN,34041
HENDRIX,34032
HAAS,34032
MCGRATH,34031
BIRD,33962
LUCERO,33922
TERRELL,33914
RIGGS,33868
JOYCE,33843
ROLLINS,33797
MERCER,33797
GALLOWAY,33773
DUKE,33745
ODOM,33717
ANDERSEN,33508
DOWNS,33494
HATFIELD,33464
BENITEZ,33441
ARCHER,33411
HUERTA,33348
TRAVIS,33339
MCNEIL,33239
HINTON,33209
ZHANG,33202
HAYS,33194
MAYO,33126
FRITZ,33068
BRANCH,33040
MOONEY,32953
EWING,32925
RITTER,32864
ESPARZA,32772
FREY,32735
BRAUN,32676
GAY,32672
RIDDLE,32654
HANEY,32644
KAISER,32567
HOLDER,32466
CHANEY,32433
MCKNIGHT,32386
GAMBLE,32377
VANG,32333
COOLEY,32287
CARNEY,32282
COWAN,32242
FORBES,32228
FERRELL,32174
DAVIES,32165
BARAJAS,32147
SHEA,32069
OSBORN,32044
BRIGHT,32042
CUEVAS,32015
BOLTON,31995
MURILLO,31964
LUTZ,31940
DUARTE,31896
KIDD,31886
KEY,31882
COOKE,31860
